City,State,Provider ID,Hospital Name,County Name,HCAHPS Question Type,Patient Survey Star Rating (out of 5),Number of Completed Surveys,Survey Response Rate Percent,Measure Start Date,Measure End Date,,
PAGE,AZ,31304,PAGE HOSPITAL,COCONINO,Summary star rating,3,119,38,4/1/2016,3/31/2017,,
PARKER,AZ,31317,LA PAZ REGIONAL HOSPITAL,LA PAZ,Summary star rating,4,166,28,4/1/2016,3/31/2017,,
PAYSON,AZ,30033,BANNER PAYSON MEDICAL CENTER,GILA,Summary star rating,3,325,31,4/1/2016,3/31/2017,,
PERIDOT,AZ,30077,SAN CARLOS APACHE HEALTHCARE,GILA,Summary star rating,0,77,27,4/1/2016,3/31/2017,,
PHOENIX,AZ,30030,ABRAZO CENTRAL CAMPUS,MARICOPA,Summary star rating,2,795,26,4/1/2016,3/31/2017,,
PHOENIX,AZ,30001,ABRAZO MARYVALE CAMPUS,MARICOPA,Summary star rating,2,410,27,4/1/2016,3/31/2017,,
PHOENIX,AZ,30083,ABRAZO SCOTTSDALE CAMPUS,MARICOPA,Summary star rating,2,698,25,4/1/2016,3/31/2017,,
PHOENIX,AZ,30002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,MARICOPA,Summary star rating,3,2416,29,4/1/2016,3/31/2017,,
PHOENIX,AZ,30115,BANNER ESTRELLA MEDICAL CENTER,MARICOPA,Summary star rating,4,3296,29,4/1/2016,3/31/2017,,
PHOENIX,AZ,30108,"CORE INSTITUTE SPECIALTY HOSPITAL, THE",MARICOPA,Summary star rating,4,462,43,4/1/2016,3/31/2017,,
PHOENIX,AZ,30092,HONORHEALTH DEER VALLEY MEDICAL CENTER,MARICOPA,Summary star rating,3,1318,27,4/1/2016,3/31/2017,,
PHOENIX,AZ,30014,JOHN C. LINCOLN MEDICAL CENTER,MARICOPA,Summary star rating,3,1236,27,4/1/2016,3/31/2017,,
PHOENIX,AZ,30022,MARICOPA MEDICAL CENTER,MARICOPA,Summary star rating,2,611,8,4/1/2016,3/31/2017,,
PHOENIX,AZ,30103,MAYO CLINIC HOSPITAL,MARICOPA,Summary star rating,5,427,34,4/1/2016,3/31/2017,,
PHOENIX,AZ,30131,O.A.S.I.S. HOSPITAL,MARICOPA,Summary star rating,4,1632,50,4/1/2016,3/31/2017,,
PHOENIX,AZ,30078,PHOENIX INDIAN MEDICAL CENTER,MARICOPA,Summary star rating,4,441,24,4/1/2016,3/31/2017,,
PHOENIX,AZ,30037,ST LUKE'S MEDICAL CENTER,MARICOPA,Summary star rating,2,1324,26,4/1/2016,3/31/2017,,
PHOENIX,AZ,30024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,MARICOPA,Summary star rating,3,3407,16,4/1/2016,3/31/2017,,
PRESCOTT,AZ,30012,YAVAPAI REGIONAL MEDICAL CENTER,YAVAPAI,Summary star rating,3,1109,35,4/1/2016,3/31/2017,,
QUEEN CREEK,AZ,30130,BANNER IRONWOOD MEDICAL CENTER,PINAL,Summary star rating,4,615,30,4/1/2016,3/31/2017,,
SAFFORD,AZ,30068,MT. GRAHAM REGIONAL MEDICAL CENTER,GRAHAM,Summary star rating,3,342,42,4/1/2016,3/31/2017,,
SCOTTSDALE,AZ,30038,SCOTTSDALE OSBORN MEDICAL CENTER,MARICOPA,Summary star rating,2,1850,24,4/1/2016,3/31/2017,,
SCOTTSDALE,AZ,30087,SCOTTSDALE SHEA MEDICAL CENTER,MARICOPA,Summary star rating,3,2159,23,4/1/2016,3/31/2017,,
SCOTTSDALE,AZ,30123,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,MARICOPA,Summary star rating,4,1228,32,4/1/2016,3/31/2017,,
SHOW LOW,AZ,30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,NAVAJO,Summary star rating,4,517,19,4/1/2016,3/31/2017,,
SIERRA VISTA,AZ,30043,CANYON VISTA MEDICAL CENTER,COCHISE,Summary star rating,3,431,30,4/1/2016,3/31/2017,,
SPRINGERVILLE,AZ,31315,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,APACHE,Summary star rating,0,56,30,4/1/2016,3/31/2017,,
SUN CITY,AZ,30061,BANNER BOSWELL MEDICAL CENTER,MARICOPA,Summary star rating,3,1097,34,4/1/2016,3/31/2017,,
SUN CITY WEST,AZ,30093,BANNER DEL E. WEBB MEDICAL CENTER,MARICOPA,Summary star rating,3,1429,30,4/1/2016,3/31/2017,,
TUBA CITY,AZ,30073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,COCONINO,Summary star rating,3,563,41,4/1/2016,3/31/2017,,
TUCSON,AZ,30111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,PIMA,Summary star rating,2,482,21,4/1/2016,3/31/2017,,
TUCSON,AZ,30064,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,PIMA,Summary star rating,2,2014,24,4/1/2016,3/31/2017,,
TUCSON,AZ,30085,NORTHWEST MEDICAL CENTER,PIMA,Summary star rating,2,1882,27,4/1/2016,3/31/2017,,
TUCSON,AZ,30011,ST JOSEPH'S HOSPITAL,PIMA,Summary star rating,3,1357,32,4/1/2016,3/31/2017,,
TUCSON,AZ,30010,ST. MARY'S HOSPITAL,PIMA,Summary star rating,2,1002,33,4/1/2016,3/31/2017,,
TUCSON,AZ,30006,TUCSON MEDICAL CENTER,PIMA,Summary star rating,2,6140,26,4/1/2016,3/31/2017,,
WHITERIVER,AZ,30113,WHITERIVER PHS INDIAN HOSPITAL,NAVAJO,Summary star rating,0,FEWER THAN 50,23,4/1/2016,3/31/2017,,
WICKENBURG,AZ,31300,WICKENBURG COMMUNITY HOSPITAL,MARICOPA,Summary star rating,4,176,31,4/1/2016,3/31/2017,,
WILLCOX,AZ,31302,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",COCHISE,Summary star rating,0,80,31,4/1/2016,3/31/2017,,
WINSLOW,AZ,31311,LITTLE COLORADO MEDICAL CENTER,NAVAJO,Summary star rating,3,142,20,4/1/2016,3/31/2017,,
YUMA,AZ,30013,YUMA REGIONAL MEDICAL CENTER,YUMA,Summary star rating,3,862,21,4/1/2016,3/31/2017,,
ALAMEDA,CA,50211,ALAMEDA HOSPITAL,ALAMEDA,Summary star rating,2,213,18,4/1/2016,3/31/2017,,
ALHAMBRA,CA,50281,ALHAMBRA HOSPITAL MEDICAL CENTER,LOS ANGELES,Summary star rating,2,389,19,4/1/2016,3/31/2017,,
ALTURAS,CA,51330,MODOC MEDICAL CENTER,MODOC,Summary star rating,0,FEWER THAN 50,27,4/1/2016,3/31/2017,,
ANAHEIM,CA,50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,ORANGE,Summary star rating,3,1530,22,4/1/2016,3/31/2017,,
ANAHEIM,CA,50744,ANAHEIM GLOBAL MEDICAL CENTER,ORANGE,Summary star rating,2,384,24,4/1/2016,3/31/2017,,
ANAHEIM,CA,50609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,ORANGE,Summary star rating,4,5924,31,4/1/2016,3/31/2017,,
ANAHEIM,CA,50426,WEST ANAHEIM MEDICAL CENTER,ORANGE,Summary star rating,1,424,18,4/1/2016,3/31/2017,,
ANTIOCH,CA,50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,CONTRA COSTA,Summary star rating,3,1878,30,4/1/2016,3/31/2017,,
ANTIOCH,CA,50523,SUTTER DELTA MEDICAL CENTER,CONTRA COSTA,Summary star rating,2,563,16,4/1/2016,3/31/2017,,
APPLE VALLEY,CA,50300,ST MARY MEDICAL CENTER,SAN BERNARDINO,Summary star rating,2,1800,37,4/1/2016,3/31/2017,,
ARCADIA,CA,50238,METHODIST HOSPITAL OF SOUTHERN CA,LOS ANGELES,Summary star rating,3,1093,21,4/1/2016,3/31/2017,,
ARCATA,CA,50028,MAD RIVER COMMUNITY HOSPITAL,HUMBOLDT,Summary star rating,3,261,17,4/1/2016,3/31/2017,,
AUBURN,CA,50498,SUTTER AUBURN FAITH HOSPITAL,PLACER,Summary star rating,4,590,34,4/1/2016,3/31/2017,,
BAKERSFIELD,CA,50455,ADVENTIST HEALTH BAKERSFIELD,KERN,Summary star rating,2,774,29,4/1/2016,3/31/2017,,
BAKERSFIELD,CA,50724,BAKERSFIELD HEART HOSPITAL,KERN,Summary star rating,3,658,25,4/1/2016,3/31/2017,,
BAKERSFIELD,CA,50036,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Summary star rating,2,1019,17,4/1/2016,3/31/2017,,
BAKERSFIELD,CA,50257,GOOD SAMARITAN HOSPITAL,KERN,Summary star rating,2,235,18,4/1/2016,3/31/2017,,
BAKERSFIELD,CA,50315,KERN MEDICAL CENTER,KERN,Summary star rating,2,382,11,4/1/2016,3/31/2017,,
BAKERSFIELD,CA,50295,MERCY HOSPITAL,KERN,Summary star rating,2,1103,15,4/1/2016,3/31/2017,,
BALDWIN PARK,CA,50723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,LOS ANGELES,Summary star rating,4,2557,28,4/1/2016,3/31/2017,,
BANNING,CA,50054,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,Summary star rating,2,445,22,4/1/2016,3/31/2017,,
BARSTOW,CA,50298,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Summary star rating,3,418,24,4/1/2016,3/31/2017,,
BERKELEY,CA,50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,ALAMEDA,Summary star rating,2,1321,20,4/1/2016,3/31/2017,,
BIG BEAR LAKE,CA,51335,BEAR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Summary star rating,0,FEWER THAN 50,25,4/1/2016,3/31/2017,,
BISHOP,CA,51324,NORTHERN INYO HOSPITAL,INYO,Summary star rating,4,148,23,4/1/2016,3/31/2017,,
BLYTHE,CA,50423,PALO VERDE HOSPITAL,RIVERSIDE,Summary star rating,0,60,15,4/1/2016,3/31/2017,,
BRAWLEY,CA,50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,Summary star rating,2,564,12,4/1/2016,3/31/2017,,
BURBANK,CA,50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,LOS ANGELES,Summary star rating,3,1270,21,4/1/2016,3/31/2017,,
BURLINGAME,CA,50007,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Summary star rating,4,1234,30,4/1/2016,3/31/2017,,
CAMARILLO,CA,50616,ST JOHNS PLEASANT VALLEY HOSPITAL,VENTURA,Summary star rating,3,542,25,4/1/2016,3/31/2017,,
CARMICHAEL,CA,50516,MERCY SAN JUAN MEDICAL CENTER,SACRAMENTO,Summary star rating,3,2237,20,4/1/2016,3/31/2017,,
CASTRO VALLEY,CA,50488,EDEN MEDICAL CENTER,ALAMEDA,Summary star rating,3,750,20,4/1/2016,3/31/2017,,
CHICO,CA,50039,ENLOE MEDICAL CENTER,BUTTE,Summary star rating,4,1248,24,4/1/2016,3/31/2017,,
CHINO,CA,50586,CHINO VALLEY MEDICAL CENTER,SAN BERNARDINO,Summary star rating,3,603,23,4/1/2016,3/31/2017,,
CHULA VISTA,CA,50222,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Summary star rating,3,880,17,4/1/2016,3/31/2017,,
CLEARLAKE,CA,51317,ST HELENA HOSPITAL-CLEARLAKE,LAKE,Summary star rating,3,267,26,4/1/2016,3/31/2017,,
CLOVIS,CA,50492,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Summary star rating,3,555,27,4/1/2016,3/31/2017,,
COLTON,CA,50245,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Summary star rating,3,1039,10,4/1/2016,3/31/2017,,
CONCORD,CA,50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,CONTRA COSTA,Summary star rating,4,350,27,4/1/2016,3/31/2017,,
CORONA,CA,50329,CORONA REGIONAL MEDICAL CENTER,RIVERSIDE,Summary star rating,2,681,19,4/1/2016,3/31/2017,,
CORONADO,CA,50234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,SAN DIEGO,Summary star rating,4,492,33,4/1/2016,3/31/2017,,
COVINA,CA,50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,LOS ANGELES,Summary star rating,3,932,22,4/1/2016,3/31/2017,,
CRESCENT CITY,CA,50417,SUTTER COAST HOSPITAL,DEL NORTE,Summary star rating,2,303,19,4/1/2016,3/31/2017,,
DALY CITY,CA,50289,SETON MEDICAL CENTER,SAN MATEO,Summary star rating,2,511,27,4/1/2016,3/31/2017,,
DAVIS,CA,50537,SUTTER DAVIS HOSPITAL,YOLO,Summary star rating,4,462,23,4/1/2016,3/31/2017,,
DELANO,CA,50608,DELANO REGIONAL MEDICAL CENTER,KERN,Summary star rating,2,370,18,4/1/2016,3/31/2017,,
DOWNEY,CA,50139,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Summary star rating,3,3235,24,4/1/2016,3/31/2017,,
DOWNEY,CA,50717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,LOS ANGELES,Summary star rating,3,124,19,4/1/2016,3/31/2017,,
DOWNEY,CA,50393,PIH HOSPITAL - DOWNEY,LOS ANGELES,Summary star rating,2,601,15,4/1/2016,3/31/2017,,
EL CENTRO,CA,50045,EL CENTRO REGIONAL MEDICAL CENTER,IMPERIAL,Summary star rating,2,434,13,4/1/2016,3/31/2017,,
ENCINITAS,CA,50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,Summary star rating,3,2037,25,4/1/2016,3/31/2017,,
ENCINO,CA,50158,ENCINO HOSPITAL MEDICAL CENTER,LOS ANGELES,Summary star rating,3,127,14,4/1/2016,3/31/2017,,
ESCONDIDO,CA,50115,PALOMAR HEALTH DOWNTOWN CAMPUS,SAN DIEGO,Summary star rating,3,2345,28,4/1/2016,3/31/2017,,
EUREKA,CA,50006,ST JOSEPH HOSPITAL,HUMBOLDT,Summary star rating,2,840,33,4/1/2016,3/31/2017,,
FAIRFIELD,CA,50367,NORTHBAY MEDICAL CENTER,SOLANO,Summary star rating,3,1052,20,4/1/2016,3/31/2017,,
FALL RIVER MILLS,CA,51305,MAYERS MEMORIAL HOSPITAL,SHASTA,Summary star rating,0,FEWER THAN 50,25,4/1/2016,3/31/2017,,
FOLSOM,CA,50414,MERCY HOSPITAL OF FOLSOM,SACRAMENTO,Summary star rating,3,1141,25,4/1/2016,3/31/2017,,
FONTANA,CA,50140,KAISER FOUNDATION HOSPITAL FONTANA,SAN BERNARDINO,Summary star rating,3,5682,25,4/1/2016,3/31/2017,,
FORT BRAGG,CA,51325,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Summary star rating,3,196,28,4/1/2016,3/31/2017,,
FOUNTAIN VALLEY,CA,50570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,ORANGE,Summary star rating,2,982,23,4/1/2016,3/31/2017,,
FOUNTAIN VALLEY,CA,50678,ORANGE COAST MEMORIAL MEDICAL CENTER,ORANGE,Summary star rating,3,1851,27,4/1/2016,3/31/2017,,
FREMONT,CA,50512,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,Summary star rating,3,678,28,4/1/2016,3/31/2017,,
FREMONT,CA,50195,WASHINGTON HOSPITAL,ALAMEDA,Summary star rating,3,1392,24,4/1/2016,3/31/2017,,
FRENCH CAMP,CA,50167,SAN JOAQUIN GENERAL HOSPITAL,SAN JOAQUIN,Summary star rating,2,324,12,4/1/2016,3/31/2017,,
FRESNO,CA,50060,COMMUNITY REGIONAL MEDICAL CENTER,FRESNO,Summary star rating,3,1043,26,4/1/2016,3/31/2017,,
FRESNO,CA,50708,FRESNO SURGICAL HOSPITAL,FRESNO,Summary star rating,5,1164,59,4/1/2016,3/31/2017,,
FRESNO,CA,50710,KAISER FOUNDATION HOSPITAL - FRESNO,FRESNO,Summary star rating,3,1913,30,4/1/2016,3/31/2017,,
FRESNO,CA,50093,SAINT AGNES MEDICAL CENTER,FRESNO,Summary star rating,2,1888,22,4/1/2016,3/31/2017,,
FULLERTON,CA,50168,ST JUDE MEDICAL CENTER,ORANGE,Summary star rating,4,2488,30,4/1/2016,3/31/2017,,
GARDEN GROVE,CA,50230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,ORANGE,Summary star rating,2,422,20,4/1/2016,3/31/2017,,
GARDENA,CA,50468,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,Summary star rating,1,478,17,4/1/2016,3/31/2017,,
GILROY,CA,50688,SAINT LOUISE REGIONAL HOSPITAL,SANTA CLARA,Summary star rating,3,296,22,4/1/2016,3/31/2017,,
GLENDALE,CA,50239,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Summary star rating,3,1765,16,4/1/2016,3/31/2017,,
GLENDALE,CA,50058,GLENDALE MEM HOSPITAL & HLTH CENTER,LOS ANGELES,Summary star rating,3,703,14,4/1/2016,3/31/2017,,
GLENDALE,CA,50124,USC VERDUGO HILLS HOSPITAL,LOS ANGELES,Summary star rating,2,380,25,4/1/2016,3/31/2017,,
GLENDORA,CA,50205,EAST VALLEY GLENDORA HOSPITAL,LOS ANGELES,Summary star rating,0,98,12,4/1/2016,3/31/2017,,
GLENDORA,CA,50597,FOOTHILL PRESBYTERIAN HOSPITAL,LOS ANGELES,Summary star rating,4,352,19,4/1/2016,3/31/2017,,
GRASS VALLEY,CA,50150,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Summary star rating,3,733,26,4/1/2016,3/31/2017,,
GREENBRAE,CA,50360,MARIN GENERAL HOSPITAL,MARIN,Summary star rating,2,1015,28,4/1/2016,3/31/2017,,
HANFORD,CA,50121,ADVENTIST MEDICAL CENTER,KINGS,Summary star rating,3,1227,26,4/1/2016,3/31/2017,,
HARBOR CITY,CA,50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,LOS ANGELES,Summary star rating,3,2079,25,4/1/2016,3/31/2017,,
HAYWARD,CA,50002,ST ROSE HOSPITAL,ALAMEDA,Summary star rating,2,614,22,4/1/2016,3/31/2017,,
HEALDSBURG,CA,51321,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Summary star rating,2,102,25,4/1/2016,3/31/2017,,
HEMET,CA,50390,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,Summary star rating,1,466,16,4/1/2016,3/31/2017,,
HOLLISTER,CA,50296,HAZEL HAWKINS MEMORIAL HOSPITAL,SAN BENITO,Summary star rating,3,267,19,4/1/2016,3/31/2017,,
HOLLYWOOD,CA,50135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,LOS ANGELES,Summary star rating,1,536,13,4/1/2016,3/31/2017,,
HUNTINGTON BEACH,CA,50526,HUNTINGTON BEACH HOSPITAL,ORANGE,Summary star rating,1,280,15,4/1/2016,3/31/2017,,
HUNTINGTON PARK,CA,50091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,LOS ANGELES,Summary star rating,2,368,17,4/1/2016,3/31/2017,,
INDIO,CA,50534,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,Summary star rating,3,533,30,4/1/2016,3/31/2017,,
INGLEWOOD,CA,50739,CENTINELA HOSPITAL MEDICAL CENTER,LOS ANGELES,Summary star rating,2,420,19,4/1/2016,3/31/2017,,
IRVINE,CA,50769,HOAG ORTHOPEDIC INSTITUTE,ORANGE,Summary star rating,5,1005,50,4/1/2016,3/31/2017,,
JACKSON,CA,50014,SUTTER AMADOR HOSPITAL,AMADOR,Summary star rating,3,413,24,4/1/2016,3/31/2017,,
JOSHUA TREE,CA,50279,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Summary star rating,2,425,28,4/1/2016,3/31/2017,,
KING CITY,CA,50189,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Summary star rating,2,101,14,4/1/2016,3/31/2017,,
LA JOLLA,CA,50424,SCRIPPS GREEN HOSPITAL,SAN DIEGO,Summary star rating,4,2342,36,4/1/2016,3/31/2017,,
LA JOLLA,CA,50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,SAN DIEGO,Summary star rating,3,3866,28,4/1/2016,3/31/2017,,
LA MESA,CA,50026,GROSSMONT HOSPITAL,SAN DIEGO,Summary star rating,3,2328,20,4/1/2016,3/31/2017,,
LA PALMA,CA,50580,LA PALMA INTERCOMMUNITY HOSPITAL,ORANGE,Summary star rating,2,338,19,4/1/2016,3/31/2017,,
LAGUNA HILLS,CA,50603,SADDLEBACK MEMORIAL MEDICAL CENTER,ORANGE,Summary star rating,3,2383,32,4/1/2016,3/31/2017,,
LAKE ISABELLA,CA,51314,KERN VALLEY HEALTHCARE DISTRICT,KERN,Summary star rating,0,70,17,4/1/2016,3/31/2017,,
LAKEPORT,CA,51329,SUTTER LAKESIDE HOSPITAL,LAKE,Summary star rating,3,234,18,4/1/2016,3/31/2017,,
LAKEWOOD,CA,50581,LAKEWOOD REGIONAL MEDICAL CENTER,LOS ANGELES,Summary star rating,2,765,27,4/1/2016,3/31/2017,,
LANCASTER,CA,50056,ANTELOPE VALLEY HOSPITAL,LOS ANGELES,Summary star rating,1,419,16,4/1/2016,3/31/2017,,
LODI,CA,50336,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Summary star rating,3,566,23,4/1/2016,3/31/2017,,
LOMA LINDA,CA,50778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,SAN BERNARDINO,Summary star rating,3,698,25,4/1/2016,3/31/2017,,
LOMA LINDA,CA,50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,Summary star rating,3,1416,28,4/1/2016,3/31/2017,,
LOMPOC,CA,50110,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,Summary star rating,2,403,22,4/1/2016,3/31/2017,,
LONG BEACH,CA,50776,COLLEGE MEDICAL CENTER,LOS ANGELES,Summary star rating,2,127,10,4/1/2016,3/31/2017,,
LONG BEACH,CA,50727,COMMUNITY HOSPITAL OF LONG BEACH,LOS ANGELES,Summary star rating,1,278,18,4/1/2016,3/31/2017,,
LONG BEACH,CA,50485,LONG BEACH MEMORIAL MEDICAL CENTER,LOS ANGELES,Summary star rating,3,3092,21,4/1/2016,3/31/2017,,
LONG BEACH,CA,50191,ST MARY MEDICAL CENTER,LOS ANGELES,Summary star rating,2,866,11,4/1/2016,3/31/2017,,
LOS ALAMITOS,CA,50551,LOS ALAMITOS MEDICAL CENTER,ORANGE,Summary star rating,2,441,30,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,LOS ANGELES,Summary star rating,2,1263,10,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50625,CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,Summary star rating,3,2778,20,4/1/2016,3/31/2017,,
LOS ANGELES,CA,53302,CHILDREN'S HOSP OF LOS ANGELES,LOS ANGELES,Summary star rating,0,0,0,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50641,EAST LOS ANGELES DOCTORS HOSPITAL,LOS ANGELES,Summary star rating,2,367,18,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50471,GOOD SAMARITAN HOSPITAL,LOS ANGELES,Summary star rating,2,1188,26,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,Summary star rating,1,995,11,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,LOS ANGELES,Summary star rating,3,5190,31,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50561,KAISER FOUNDATION HOSPITAL - WEST LA,LOS ANGELES,Summary star rating,3,1601,24,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50696,KECK HOSPITAL OF USC,LOS ANGELES,Summary star rating,3,1518,27,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50373,LAC+USC MEDICAL CENTER,LOS ANGELES,Summary star rating,2,620,14,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50663,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,Summary star rating,1,720,13,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",LOS ANGELES,Summary star rating,3,513,9,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50751,MIRACLE MILE MEDICAL CENTER,LOS ANGELES,Summary star rating,0,56,29,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50742,OLYMPIA MEDICAL CENTER,LOS ANGELES,Summary star rating,1,480,18,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50018,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,Summary star rating,3,474,11,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50262,RONALD REAGAN U C L A MEDICAL CENTER,LOS ANGELES,Summary star rating,4,565,23,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50502,SAINT VINCENT MEDICAL CENTER,LOS ANGELES,Summary star rating,2,671,19,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50763,SILVER LAKE MEDICAL CENTER,LOS ANGELES,Summary star rating,0,86,7,4/1/2016,3/31/2017,,
LOS ANGELES,CA,50103,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Summary star rating,3,729,22,4/1/2016,3/31/2017,,
LOS BANOS,CA,50528,MEMORIAL HOSPITAL LOS BANOS,MERCED,Summary star rating,3,201,15,4/1/2016,3/31/2017,,
LYNWOOD,CA,50104,SAINT FRANCIS MEDICAL CENTER,LOS ANGELES,Summary star rating,2,733,11,4/1/2016,3/31/2017,,
MADERA,CA,50568,MADERA COMMUNITY HOSPITAL,MADERA,Summary star rating,2,406,14,4/1/2016,3/31/2017,,
MAMMOTH LAKES,CA,51303,MAMMOTH HOSPITAL,MONO,Summary star rating,5,172,34,4/1/2016,3/31/2017,,
MANTECA,CA,50118,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,Summary star rating,3,649,29,4/1/2016,3/31/2017,,
MANTECA,CA,50748,KAISER FOUNDATION HOSPITAL MANTECA,SAN JOAQUIN,Summary star rating,3,2041,24,4/1/2016,3/31/2017,,
MARINA DEL REY,CA,50740,MARINA DEL REY HOSPITAL,LOS ANGELES,Summary star rating,3,489,23,4/1/2016,3/31/2017,,
MARIPOSA,CA,51304,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,Summary star rating,0,FEWER THAN 50,23,4/1/2016,3/31/2017,,
MARTINEZ,CA,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,Summary star rating,2,804,19,4/1/2016,3/31/2017,,
MARYSVILLE,CA,50133,RIDEOUT MEMORIAL HOSPITAL,YUBA,Summary star rating,1,330,19,4/1/2016,3/31/2017,,
MENLO PARK,CA,50754,MENLO PARK SURGICAL HOSPITAL,SAN MATEO,Summary star rating,0,91,42,4/1/2016,3/31/2017,,
MERCED,CA,50444,MERCY MEDICAL CENTER,MERCED,Summary star rating,2,1175,14,4/1/2016,3/31/2017,,
MISSION HILLS,CA,50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,LOS ANGELES,Summary star rating,3,1649,19,4/1/2016,3/31/2017,,
MISSION VIEJO,CA,50567,MISSION HOSPITAL REGIONAL MED CENTER,ORANGE,Summary star rating,3,2692,31,4/1/2016,3/31/2017,,
MODESTO,CA,50464,DOCTORS MEDICAL CENTER,STANISLAUS,Summary star rating,3,1212,31,4/1/2016,3/31/2017,,
MODESTO,CA,50557,MEMORIAL MEDICAL CENTER,STANISLAUS,Summary star rating,2,1790,22,4/1/2016,3/31/2017,,
