Name,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOM,Max Trains In Operation,Average Speed (mi/hr),Average Passenger Trip Length (mi),Passengers per Hour,Scheduled Vehicle Revenue Miles,Vehicle Miles,Vehicle Revenue Miles,Deadhead Miles,Vehicle Hours,Vehicle Revenue Hours,Deadhead Hours,Train Miles,Train Revenue Miles,Train Hours,Train Revenue Hours,Unlinked Passenger Trips,Passenger Miles,Directional Route Miles,,,,,,,,,,,,,,,,,
Maryland Transit Administration,Baltimore,MD,3034,30034,State Government Unit or Department of Transportation,Full Reporter,"2,203,663 "," 1,634 ",LR,DO,38,18, 19.35 , 6.89 , 45.82 ,"3,193,000 ","3,178,087 ","3,138,056 ","40,031 ","167,637 ","162,173 ","5,464 ","1,733,891 ","1,716,522 ","94,590 ","90,923 ","7,431,060 ","51,174,928 ",57.6,,,,,,,,,,,,,,,,,
Maryland Transit Administration,Baltimore,MD,3034,30034,State Government Unit or Department of Transportation,Full Reporter,"2,203,663 "," 1,634 ",DT,PT,35,0, 16.14 , 8.50 , 3.99 ,0 ,0 ,"2,360,621 ",0 ,0 ,"146,288 ",0 ,0 ,0 ,0 ,0 ,"583,459 ","4,957,304 ",0.0,,,,,,,,,,,,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 "," 1,619 ",VP,DO,664,0, 29.03 , 21.36 , 5.44 ,0 ,"8,873,999 ","8,873,999 ",0 ,"305,710 ","305,710 ",0 ,0 ,0 ,0 ,0 ,"1,664,461 ","35,556,507 ",0.0,,,,,,,,,,,,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 "," 1,619 ",MB,DO,545,0, 14.07 , 6.62 , 18.17 ,"20,603,339 ","25,688,736 ","20,561,982 ","5,126,754 ","1,657,130 ","1,461,397 ","195,733 ",0 ,0 ,0 ,0 ,"26,553,872 ","175,861,134 ","3,216.5",,,,,,,,,,,,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 "," 1,619 ",DR,PT,257,0, 15.39 , 6.24 , 3.41 ,0 ,"5,261,024 ","4,419,578 ","841,446 ","334,590 ","287,260 ","47,330 ",0 ,0 ,0 ,0 ,"978,145 ","6,101,883 ",0.0,,,,,,,,,,,,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 "," 1,619 ",MB,PT,92,0, 14.46 , 4.85 , 15.26 ,"1,748,313 ","2,318,598 ","1,748,298 ","570,300 ","144,292 ","120,913 ","23,379 ",0 ,0 ,0 ,0 ,"1,845,648 ","8,954,691 ",977.3,,,,,,,,,,,,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 "," 1,619 ",DT,PT,53,0, 16.06 , 6.17 , 2.60 ,0 ,0 ,"474,342 ",0 ,0 ,"29,543 ",0 ,0 ,0 ,0 ,0 ,"76,903 ","474,342 ",0.0,,,,,,,,,,,,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 "," 1,619 ",DR,DO,8,0, 12.59 , 6.63 , 3.06 ,0 ,"260,385 ","208,494 ","51,891 ","18,585 ","16,560 ","2,025 ",0 ,0 ,0 ,0 ,"50,606 ","335,568 ",0.0,,,,,,,,,,,,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 "," 1,558 ",VP,PT,510,0, 38.95 , 34.57 , 5.73 ,0 ,"8,842,342 ","8,842,342 ",0 ,"227,024 ","227,024 ",0 ,0 ,0 ,0 ,0 ,"1,299,948 ","44,944,588 ",0.0,,,,,,,,,,,,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 "," 1,558 ",DR,PT,491,0, 16.67 , 11.29 , 2.27 ,0 ,"13,887,489 ","12,314,143 ","1,573,346 ","832,363 ","738,583 ","93,780 ",0 ,0 ,0 ,0 ,"1,677,499 ","18,945,973 ",0.0,,,,,,,,,,,,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 "," 1,558 ",MB,DO,266,0, 11.65 , 3.37 , 31.21 ,"12,055,840 ","14,233,381 ","12,047,428 ","2,185,953 ","1,125,060 ","1,034,267 ","90,793 ",0 ,0 ,0 ,0 ,"32,278,185 ","108,899,921 ",743.0,,,,,,,,,,,,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 "," 1,558 ",MB,PT,176,0, 12.68 , 3.99 , 19.10 ,"7,104,776 ","8,929,478 ","7,100,169 ","1,829,309 ","633,245 ","559,754 ","73,491 ",0 ,0 ,0 ,0 ,"10,690,254 ","42,617,048 ","1,043.7",,,,,,,,,,,,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 "," 1,558 ",DT,PT,86,0, 18.71 , 3.02 , 6.47 ,0 ,0 ,"311,689 ",0 ,0 ,"16,658 ",0 ,0 ,0 ,0 ,0 ,"107,823 ","326,077 ",0.0,,,,,,,,,,,,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 "," 1,558 ",CB,PT,23,0, 21.80 , 19.01 , 9.49 ,"460,986 ","901,428 ","460,535 ","440,893 ","36,124 ","21,122 ","15,002 ",0 ,0 ,0 ,0 ,"200,363 ","3,808,375 ",168.9,,,,,,,,,,,,,,,,,
Orange County Transportation Authority,Orange,CA,9036,90036,Independent Public Agency or Authority of Transit Service,Full Reporter,"12,150,996 "," 1,558 ",CB,DO,6,0, 25.40 , 23.87 , 10.86 ,"240,810 ","394,110 ","240,337 ","153,773 ","14,616 ","9,461 ","5,155 ",0 ,0 ,0 ,0 ,"102,731 ","2,452,019 ",131.9,,,,,,,,,,,,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 "," 1,435 ",MB,DO,485,0, 13.47 , 4.72 , 32.68 ,"21,428,348 ","25,956,782 ","21,607,916 ","4,348,866 ","1,785,284 ","1,604,376 ","180,908 ",0 ,0 ,0 ,0 ,"52,424,010 ","247,429,094 ","2,387.7",,,,,,,,,,,,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 "," 1,435 ",DR,PT,404,0, 15.80 , 8.85 , 1.71 ,0 ,"13,458,593 ","10,979,096 ","2,479,497 ","963,073 ","694,837 ","268,236 ",0 ,0 ,0 ,0 ,"1,185,958 ","10,494,989 ",0.0,,,,,,,,,,,,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 "," 1,435 ",MB,PT,388,0, 12.44 , 4.38 , 17.10 ,"15,187,523 ","18,286,684 ","15,151,733 ","3,134,951 ","1,315,836 ","1,218,364 ","97,472 ",0 ,0 ,0 ,0 ,"20,828,342 ","91,129,357 ","1,510.3",,,,,,,,,,,,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 "," 1,435 ",LR,DO,140,45, 16.84 , 8.59 , 36.46 ,"11,168,634 ","11,774,959 ","11,355,973 ","418,986 ","756,069 ","674,315 ","81,754 ","4,223,016 ","3,988,308 ","258,084 ","243,469 ","24,585,082 ","211,213,395 ",94.2,,,,,,,,,,,,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 "," 1,435 ",CR,PT,18,9, 22.07 , 9.69 , 57.28 ,"1,665,294 ","1,686,184 ","1,663,629 ","22,555 ","76,112 ","75,371 ",741 ,"843,092 ","831,815 ","38,056 ","37,686 ","4,317,405 ","41,853,964 ",58.7,,,,,,,,,,,,,,,,,
Miami-Dade Transit,Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 "," 1,181 ",MB,DO,709,0, 11.58 , 5.49 , 26.72 ,"29,189,797 ","33,794,795 ","28,242,594 ","5,552,201 ","2,694,576 ","2,438,266 ","256,310 ",0 ,0 ,0 ,0 ,"65,150,553 ","357,874,997 ","1,893.2",,,,,,,,,,,,,,,,,
Miami-Dade Transit,Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 "," 1,181 ",DR,PT,358,0, 12.20 , 12.95 , 1.50 ,0 ,"15,722,226 ","13,339,934 ","2,382,292 ","1,300,591 ","1,093,260 ","207,331 ",0 ,0 ,0 ,0 ,"1,643,345 ","21,288,787 ",0.0,,,,,,,,,,,,,,,,,
Miami-Dade Transit,Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 "," 1,181 ",HR,DO,84,20, 22.26 , 7.32 , 58.33 ,"8,233,660 ","8,582,177 ","8,189,085 ","393,092 ","404,488 ","367,915 ","36,573 ","2,111,756 ","1,996,901 ","99,239 ","67,691 ","21,461,039 ","157,122,071 ",49.8,,,,,,,,,,,,,,,,,
Miami-Dade Transit,Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 "," 1,181 ",MG,DO,23,17, 10.20 , 0.90 , 88.49 ,"1,234,728 ","1,219,874 ","1,189,377 ","30,497 ","119,595 ","116,604 ","2,991 ","853,912 ","832,564 ","83,717 ","81,624 ","10,318,149 ","9,334,896 ",8.5,,,,,,,,,,,,,,,,,
Miami-Dade Transit,Miami,FL,4034,40034,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 "," 1,181 ",CB,PT,7,0, 28.76 , 36.74 , 14.01 ,"800,335 ","799,252 ","798,674 ",578 ,"27,838 ","27,773 ",65 ,0 ,0 ,0 ,0 ,"389,214 ","14,298,622 ",142.0,,,,,,,,,,,,,,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 "," 1,175 ",CR,DO,"1,164",150, 34.17 , 29.23 , 42.38 ,"69,162,405 ","77,746,007 ","69,580,238 ","8,165,769 ","2,236,567 ","2,036,281 ","200,286 ","10,679,956 ","9,533,735 ","294,366 ","267,410 ","86,297,511 ","2,522,415,696 ",545.7,,,,,,,,,,,,,,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 "," 1,175 ",MB,PT,9,0, 5.61 , 0.32 , 13.66 ,"154,053 ","220,531 ","157,793 ","62,738 ","32,690 ","28,118 ","4,572 ",0 ,0 ,0 ,0 ,"384,044 ","123,750 ",22.1,,,,,,,,,,,,,,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 "," 1,175 ",FB,PT,2,0, 11.52 , 4.07 , 44.99 ,"49,733 ","48,951 ","48,951 ",0 ,"4,250 ","4,250 ",0 ,0 ,0 ,0 ,0 ,"191,206 ","778,512 ",13.2,,,,,,,,,,,,,,,,,
MTA Bus Company,New York,NY,2188,20188,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 "," 1,093 ",MB,DO,"1,093",0, 8.43 , 2.94 , 39.08 ,"27,725,724 ","37,084,029 ","27,082,259 ","10,001,770 ","3,978,010 ","3,214,098 ","763,912 ",0 ,0 ,0 ,0 ,"125,617,038 ","369,132,750 ",811.0,,,,,,,,,,,,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 "," 1,087 ",VP,DO,406,0, 38.11 , 36.92 , 7.80 ,0 ,"6,518,150 ","6,518,150 ",0 ,"171,054 ","171,054 ",0 ,0 ,0 ,0 ,0 ,"1,333,780 ","49,245,855 ",0.0,,,,,,,,,,,,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 "," 1,087 ",MB,DO,391,0, 14.22 , 4.56 , 17.85 ,"15,978,415 ","17,511,624 ","15,462,834 ","2,048,790 ","1,239,728 ","1,087,055 ","152,673 ",0 ,0 ,0 ,0 ,"19,408,574 ","88,429,406 ","2,238.0",,,,,,,,,,,,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 "," 1,087 ",LR,DO,91,91, 18.79 , 4.86 , 54.15 ,"6,707,477 ","6,764,853 ","6,668,973 ","95,880 ","360,606 ","354,954 ","5,652 ","2,972,129 ","2,928,141 ","164,081 ","161,501 ","19,220,024 ","93,503,112 ",93.9,,,,,,,,,,,,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 "," 1,087 ",DR,DO,61,0, 17.55 , 9.69 , 2.44 ,0 ,"2,019,160 ","1,731,218 ","287,942 ","124,091 ","98,668 ","25,423 ",0 ,0 ,0 ,0 ,"240,954 ","2,335,259 ",0.0,,,,,,,,,,,,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 "," 1,087 ",CR,DO,45,36, 34.60 , 27.53 , 29.12 ,"5,645,246 ","5,425,023 ","5,401,304 ","23,719 ","159,429 ","156,128 ","3,301 ","1,356,256 ","1,350,327 ","39,857 ","39,032 ","4,545,849 ","125,131,274 ",174.5,,,,,,,,,,,,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 "," 1,087 ",DR,PT,44,0, 15.21 , 13.22 , 2.31 ,0 ,"1,235,399 ","974,125 ","261,274 ","74,333 ","64,066 ","10,267 ",0 ,0 ,0 ,0 ,"148,065 ","1,957,566 ",0.0,,,,,,,,,,,,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 "," 1,087 ",CB,DO,43,0, 27.39 , 22.77 , 15.56 ,"996,117 ","1,421,758 ","995,499 ","426,259 ","57,130 ","36,341 ","20,789 ",0 ,0 ,0 ,0 ,"565,518 ","12,878,000 ",619.0,,,,,,,,,,,,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 "," 1,087 ",MB,PT,6,0, 12.99 , 4.01 , 3.76 ,"206,961 ","229,650 ","204,344 ","25,306 ","16,700 ","15,734 ",966 ,0 ,0 ,0 ,0 ,"59,150 ","237,248 ",877.0,,,,,,,,,,,,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 "," 1,069 ",MB,DO,533,0, 12.74 , 4.31 , 15.52 ,"27,564,502 ","31,645,767 ","27,499,916 ","4,145,851 ","2,327,030 ","2,159,188 ","167,842 ",0 ,0 ,0 ,0 ,"33,521,239 ","144,619,351 ","1,462.3",,,,,,,,,,,,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 "," 1,069 ",VP,PT,186,0, 37.91 , 36.88 , 6.39 ,0 ,"3,061,242 ","3,061,242 ",0 ,"80,758 ","80,758 ",0 ,0 ,0 ,0 ,0 ,"515,880 ","19,023,638 ",0.0,,,,,,,,,,,,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 "," 1,069 ",DT,PT,115,0, 17.08 , 13.57 , 1.71 ,0 ,0 ,"5,614,299 ",0 ,0 ,"328,641 ",0 ,0 ,0 ,0 ,0 ,"562,000 ","7,625,700 ",0.0,,,,,,,,,,,,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 "," 1,069 ",DR,PT,106,0, 12.63 , 12.12 , 2.13 ,0 ,"3,300,149 ","1,986,108 ","1,314,041 ","200,382 ","157,192 ","43,190 ",0 ,0 ,0 ,0 ,"334,880 ","4,060,318 ",0.0,,,,,,,,,,,,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 "," 1,069 ",LR,DO,104,50, 20.78 , 8.21 , 62.91 ,"9,830,811 ","9,909,091 ","9,829,532 ","79,559 ","480,025 ","473,059 ","6,966 ","5,414,582 ","5,371,805 ","262,047 ","258,459 ","29,762,161 ","244,404,460 ",182.4,,,,,,,,,,,,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 "," 1,069 ",CR,PT,23,6, 23.50 , 19.61 , 41.45 ,"1,139,290 ","1,379,076 ","1,164,706 ","214,370 ","56,015 ","49,554 ","6,461 ","488,476 ","414,838 ","19,793 ","17,510 ","2,054,001 ","40,270,227 ",72.3,,,,,,,,,,,,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 "," 1,069 ",SR,DO,2,2, 6.82 , 1.45 , 9.23 ,"37,300 ","37,517 ","36,779 ",738 ,"5,481 ","5,394 ",87 ,"37,517 ","36,779 ","5,481 ","5,394 ","49,793 ","72,398 ",3.2,,,,,,,,,,,,,,,,,
Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail,Chicago,IL,5118,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 "," 1,061 ",CR,DO,"1,061",143, 30.45 , 22.37 , 50.57 ,"42,288,518 ","45,591,649 ","43,521,315 ","2,070,334 ","1,481,518 ","1,429,448 ","52,070 ","7,234,375 ","6,907,344 ","242,444 ","234,369 ","72,289,606 ","1,616,847,589 ",975.0,,,,,,,,,,,,,,,,,
MTA Long Island Rail Road,Jamaica,NY,2100,20100,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 "," 1,020 ",CR,DO,"1,020",116, 30.69 , 20.88 , 47.44 ,"67,254,857 ","76,296,737 ","66,763,465 ","9,533,272 ","2,468,159 ","2,175,341 ","292,818 ","8,774,670 ","7,703,687 ","274,512 ","257,220 ","103,196,857 ","2,154,354,158 ",638.2,,,,,,,,,,,,,,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419 "," 1,011 ",MB,DO,465,0, 12.33 , 4.25 , 29.75 ,"25,199,254 ","28,746,563 ","25,181,058 ","3,565,505 ","2,206,854 ","2,042,743 ","164,111 ",0 ,0 ,0 ,0 ,"60,779,104 ","258,545,484 ","1,672.2",,,,,,,,,,,,,,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419 "," 1,011 ",HR,DO,208,35, 26.56 , 6.63 , 85.81 ,"22,277,872 ","23,180,779 ","22,267,826 ","912,953 ","871,079 ","838,398 ","32,681 ","4,042,474 ","3,935,007 ","156,010 ","149,875 ","71,945,326 ","477,298,793 ",96.1,,,,,,,,,,,,,,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419 "," 1,011 ",DR,PT,169,0, 15.40 , 10.91 , 1.58 ,0 ,"880,294 ","701,178 ","179,116 ","57,057 ","45,531 ","11,526 ",0 ,0 ,0 ,0 ,"71,955 ","785,118 ",0.0,,,,,,,,,,,,,,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419 "," 1,011 ",DR,DO,169,0, 17.47 , 13.16 , 1.71 ,0 ,"7,402,223 ","5,985,844 ","1,416,379 ","431,985 ","342,727 ","89,258 ",0 ,0 ,0 ,0 ,"586,722 ","7,719,055 ",0.0,,,,,,,,,,,,,,,,,
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ", 985 ,MB,DO,475,0, 8.08 , 2.26 , 61.00 ,"13,765,074 ","15,381,690 ","13,497,051 ","1,884,639 ","1,813,488 ","1,669,527 ","143,961 ",0 ,0 ,0 ,0 ,"101,846,949 ","230,498,077 ",684.9,,,,,,,,,,,,,,,,,
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ", 985 ,TB,DO,196,0, 6.34 , 1.50 , 66.51 ,"6,422,327 ","6,495,233 ","6,204,992 ","290,241 ","1,015,187 ","979,125 ","36,062 ",0 ,0 ,0 ,0 ,"65,120,886 ","97,410,860 ",163.3,,,,,,,,,,,,,,,,,
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ", 985 ,DR,PT,132,0, 6.71 , 6.03 , 1.84 ,0 ,"2,124,961 ","1,745,564 ","379,397 ","301,761 ","260,072 ","41,689 ",0 ,0 ,0 ,0 ,"479,290 ","2,888,816 ",0.0,,,,,,,,,,,,,,,,,
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ", 985 ,LR,DO,131,119, 9.54 , 2.72 , 96.18 ,"5,896,235 ","5,177,636 ","5,170,134 ","7,502 ","544,562 ","541,930 ","2,632 ","3,442,553 ","3,437,565 ","360,860 ","359,133 ","52,124,572 ","141,541,475 ",64.4,,,,,,,,,,,,,,,,,
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ", 985 ,CC,DO,27,27, 1.86 , 1.25 , 41.66 ,"492,070 ","264,929 ","258,452 ","6,477 ","140,855 ","139,238 ","1,617 ","264,929 ","258,452 ","140,855 ","139,238 ","5,800,222 ","7,234,372 ",8.8,,,,,,,,,,,,,,,,,
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ", 985 ,SR,DO,24,23, 5.68 , 1.48 , 81.21 ,"663,419 ","521,939 ","521,024 ",915 ,"92,084 ","91,806 ",278 ,"521,939 ","521,024 ","92,084 ","91,806 ","7,455,556 ","11,049,745 ",18.7,,,,,,,,,,,,,,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ", 950 ,MB,DO,534,0, 11.27 , 4.62 , 32.65 ,"20,735,624 ","24,264,302 ","20,698,766 ","3,565,536 ","1,988,790 ","1,837,409 ","151,381 ",0 ,0 ,0 ,0 ,"59,982,440 ","277,385,619 ","1,315.2",,,,,,,,,,,,,,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ", 950 ,DR,PT,226,0, 13.02 , 9.24 , 1.90 ,0 ,"7,609,090 ","6,350,618 ","1,258,472 ","561,902 ","487,856 ","74,046 ",0 ,0 ,0 ,0 ,"925,818 ","8,551,496 ",0.0,,,,,,,,,,,,,,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ", 950 ,LR,DO,116,58, 14.37 , 5.38 , 65.22 ,"8,883,287 ","9,004,469 ","8,856,111 ","148,358 ","625,698 ","616,337 ","9,361 ","4,502,765 ","4,428,550 ","312,893 ","308,209 ","40,198,185 ","216,465,191 ",118.9,,,,,,,,,,,,,,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ", 950 ,DT,PT,70,0, 24.89 , 10.68 , 2.74 ,0 ,0 ,"1,261,282 ",0 ,0 ,"50,665 ",0 ,0 ,0 ,0 ,0 ,"138,744 ","1,481,489 ",0.0,,,,,,,,,,,,,,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ", 950 ,YR,PT,4,3, 21.68 , 8.49 , 60.58 ,"164,682 ","165,966 ","163,721 ","2,245 ","8,578 ","7,550 ","1,028 ","120,666 ","118,982 ","6,238 ","5,467 ","457,374 ","3,884,138 ",29.2,,,,,,,,,,,,,,,,,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,5182,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ", 940 ,DR,PT,919,0, 14.33 , 9.52 , 1.72 ,0 ,"38,912,841 ","33,842,757 ","5,070,084 ","2,686,857 ","2,361,722 ","325,135 ",0 ,0 ,0 ,0 ,"4,064,487 ","38,707,243 ",0.0,,,,,,,,,,,,,,,,,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,5182,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ", 940 ,DT,PT,21,0, 17.14 , 7.98 , 2.15 ,0 ,0 ,"414,973 ",0 ,0 ,"24,217 ",0 ,0 ,0 ,0 ,0 ,"51,979 ","414,973 ",0.0,,,,,,,,,,,,,,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ", 939 ,MB,DO,606,0, 13.12 , 4.27 , 33.78 ,"20,902,484 ","26,718,052 ","20,848,011 ","5,870,041 ","1,865,250 ","1,588,792 ","276,458 ",0 ,0 ,0 ,0 ,"53,671,684 ","229,327,944 ","1,644.2",,,,,,,,,,,,,,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ", 939 ,DR,PT,271,0, 14.86 , 7.85 , 2.38 ,0 ,"10,776,944 ","9,517,334 ","1,259,610 ","705,286 ","640,622 ","64,664 ",0 ,0 ,0 ,0 ,"1,527,690 ","11,993,367 ",0.0,,,,,,,,,,,,,,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ", 939 ,LR,DO,60,28, 12.73 , 3.75 , 47.68 ,"2,171,888 ","2,252,360 ","2,170,843 ","81,517 ","175,329 ","170,551 ","4,778 ","1,556,036 ","1,474,519 ","120,608 ","115,846 ","8,132,130 ","30,534,635 ",49.6,,,,,,,,,,,,,,,,,
